工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
1#生产车间等3项（生产车间及附属设施项目）,北京光华五洲纺织集团公司,北京房建建筑股份有限公司,0710丰竣2015(建)0068号,丰台区住房城乡建设委,2015/9/17
主厂房等16项,华电（北京）热电有限公司,中国能源建设集团天津电力建设有限公司,0041市竣2015(市政)0018号,市住房城乡建设委,2015/9/17
A6工业厂房（电子城IT产业园电子工业厂房二期）,北京电子城有限责任公司,河北建设集团有限公司,0709朝竣2015(建)0156号,朝阳区住房城乡建设委,2015/9/17
22#住宅楼等6项（丰台区王佐镇西王佐村住宅（配建定向安置房）项目）,中铁房地产集团北京丰昊置业有限公司,中铁十九局集团第二工程有限公司,0708丰竣2015(建)0067号,丰台区住房城乡建设委,2015/9/17
三里屯太古里美吧内装修工程,北京安业商贸有限公司,四川华西建筑装饰工程有限公司,0165朝竣2015(装)0155号,朝阳区住房城乡建设委,2015/9/16
幼儿园等两项,北京金隅嘉业房地产开发有限公司,河北天宏建筑工程有限责任公司,0707朝竣2015(建)0154号,朝阳区住房城乡建设委,2015/9/15
C5地块1#住宅楼等7项（海淀区小营居住C1-C5地块项目）C5地块1#住宅楼、2#住宅楼、3#住宅楼和5#住宅楼（变更）等2项（海淀区小营居住C1-C5地块项目）5#住宅楼（变更）及小营居住项目C5地块1#地下车库等2项（海淀区小营居住C1-C5地块项目）1#地下车库,北京城建兴华地产有限公司,北京城建道桥建设集团有限公司,0706海竣2015(建)0073号,海淀区住房城乡建设委,2015/9/15
5#住宅楼（变更）等2项（海淀区小营居住C1-C5地块项目）6#住宅楼（变更）和C5地块1#住宅楼等7项（海淀区小营居住C1-C5地块项目）7#住宅楼、8#住宅楼及小营居住项目C5地块1#地下车库等2项（海淀区小营居住C1-C5地块项目）2#地下车库,北京城建兴华地产有限公司,北京城建北方建设有限责任公司,0705海竣2015(建)0072号,海淀区住房城乡建设委,2015/9/15
第三批政府机构节能改造项目施工（第五标段）-市体育局办公用房节能改造工程,北京节能环保中心,中航天建设工程有限公司,0704丰竣2015(建)0066号,丰台区住房城乡建设委,2015/9/14
三里屯北区N4-13-23-theory店铺装修工程,上海希奥睿国际贸易有限公司,北京亚瑞建筑工程设计有限公司,0164朝竣2015(装)0153号,朝阳区住房城乡建设委,2015/9/14
六里屯南路市政道路及市政管线工程,北京新凤凰城房地产开发有限公司,北京市中宣市政工程有限公司,0040海竣2015(市政)0071号,海淀区住房城乡建设委,2015/9/14
西北旺镇西路市政道路及市政管线工程,北京新凤凰城房地产开发有限公司,北京市中宣市政工程有限公司,0039海竣2015(市政)0070号,海淀区住房城乡建设委,2015/9/14
金泰丽富嘉园13#住宅楼等五项及17#住宅楼,北京丽富房地产开发有限公司,中国新兴保信建设总公司,0703朝竣2015(建)0152号,朝阳区住房城乡建设委,2015/9/11
综合实验楼等7项（博尔诚）,博尔诚（北京）科技有限公司,中建一局集团第二建筑有限公司,0702经竣2015(建)0048号,经济技术开发区建设局,2015/9/11
6-3#住宅楼等8项、6-10#住宅楼等2项（房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0701房竣2015(建)0078号,房山区住房城乡建设委,2015/9/11
3-6#住宅楼等10项（房山区长阳镇01-08-03、01-11-04等地快居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局（集团）有限公司,0700房竣2015(建)0077号,房山区住房城乡建设委,2015/9/11
3-6#住宅楼等10项（房山区长阳镇01-08-03、01-11-04等地快居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0699房竣2015(建)0076号,房山区住房城乡建设委,2015/9/11
6-3#住宅楼等8项、6-10#住宅楼等2项（房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0698房竣2015(建)0075号,房山区住房城乡建设委,2015/9/11
1#住宅楼（职工住宅）等4项（小营木材厂新建项目（Ⅰ段住宅部分））,国家机关事务管理局房地产管理司,北京房地集团有限公司,0697市竣2015(建)0017号,市住房城乡建设委,2015/9/11
中国民用航空发动机适航审定中心办公楼装修工程,中国民用航空发动机适航审定中心,北京金丰环球建筑装饰有限公司,0163朝竣2015(装)0151号,朝阳区住房城乡建设委,2015/9/11
废旧物资回收用房,北京市朝阳循环经济产业园管理中心,北京市朝阳田华建筑集团公司,0038朝竣2015(市政)0150号,朝阳区住房城乡建设委,2015/9/11
石油科技国际研发中心（中国石油集团技术中心暨石化工程技术研发中心）,中石油（北京）科技开发有限公司,中太建设集团股份有限公司,0696昌竣2015(建)0052号,昌平区住房城乡建设委,2015/9/10
海淀公园西侧路市政配套工程（道路及雨污水）,北京海融达投资建设有限公司,北京市时代市政工程有限公司,0037海竣2015(市政)0069号,海淀区住房城乡建设委,2015/9/10
通州区环卫车辆充电停车场及环卫设施综合项目,北京市通州区市政市容管理委员会,北京市京田建筑有限公司,0695通竣2015(建)0080号,通州区住房城乡建设委,2015/9/9
1#幼儿园，2、7#住宅楼，6#配套服务设施，1#地下车库，1#配电室,北京首都开发股份有限公司,北京住总第一开发建设有限公司,0694通竣2015(建)0079号,通州区住房城乡建设委,2015/9/9
国锐10号综合楼（含办公、商业）（综合服务设施项目（国锐广场））,北京国锐房地产开发有限公司,北京建工路桥工程建设有限责任公司,0693经竣2015(建)0047号,经济技术开发区建设局,2015/9/9
1#科研楼等3项（北京朝来高科技产业园项目）,北京市朝阳来广营农工商实业总公司,北京百键开发建设有限公司,0692朝竣2015(建)0149号,朝阳区住房城乡建设委,2015/9/9
4#厂房等4项（产能扩建及研发中心建设项目）2#办公楼（加层）,能科节能技术股份有限公司,北京京江源钢结构彩板工程有限公司,0691房竣2015(建)0074号,房山区住房城乡建设委,2015/9/9
国家图书馆一期维修改造工程（内装修）,国家图书馆,中国新兴建设开发总公司,0162海竣2015(装)0068号,海淀区住房城乡建设委,2015/9/9
阳光保险集团通州后援中心工程A座办公楼,阳光人寿保险股份有限公司,中建二局第三建筑工程有限公司,0690通竣2015(建)0078号,通州区住房城乡建设委,2015/9/8
西上园小区(东区)二期8#、9#住宅楼12#、13#配套公建等4项,北京通州房地产开发有限责任公司,北京华翔建筑工程有限公司,0689通竣2015(建)0077号,通州区住房城乡建设委,2015/9/8
宾大沃顿咨询（北京）有限公司室内装修工程,宾大沃顿咨询（北京）有限公司,北京一工建筑装饰工程有限公司,0161朝竣2015(装)0148号,朝阳区住房城乡建设委,2015/9/8
奇瑞金融办公场地装修工程,奇瑞徽银汽车金融股份有限公司,北京城乡中昊建设有限责任公司,0160朝竣2015(装)0147号,朝阳区住房城乡建设委,2015/9/8
密云县果园西路西侧住宅小区1#、2#住宅楼（密云县果园西路西侧住宅小区）,北京唐源房地产开发有限公司,中恒建设集团有限公司,0688密竣2015(建)0021号,密云县住房城乡建设委,2015/9/8
东直门中学、黑芝麻小学分校综合维修及平房挑顶大修工程,北京市东城区教育委员会房管所,北京市第三建筑工程有限公司,0159东竣2015(装)0046号,东城区住房城市建设委,2015/9/7
教职工住宅小区锅炉房,清华大学,国都建设(集团）有限公司,0687市竣2015(建)0016号,市住房城乡建设委,2015/9/6
研发楼等3项（北京思诺信安科技有限公司研发中心项目）,北京思诺信安科技有限公司,江苏盐城二建集团有限公司,0686昌竣2015(建)0051号,昌平区住房城乡建设委,2015/9/6
新里程家园10-03-21地块1#住宅楼等8项（房山区长阳镇水碾屯村改造一期10-03-11、10-03-15、10-03-21（配建限价商品住房）项目）,北京京投万科房地产开发有限公司,中兴建设有限公司,0685房竣2015(建)0073号,房山区住房城乡建设委,2015/9/2
新里程家园10-03-21地块2#住宅楼等5项（房山区长阳镇水碾屯村改造一期10-03-11/15/21(配建限价商品住房)项目）,北京京投万科房地产开发有限公司,中兴建设有限公司,0684房竣2015(建)0072号,房山区住房城乡建设委,2015/9/2
新里程家园10-03-21地块1#住宅楼等8项（房山区长阳镇水碾屯村改造一期10-03-11、10-03-15、10-03-21（配建限价商品住房）项目）,北京京投万科房地产开发有限公司,中兴建设有限公司,0683房竣2015(建)0071号,房山区住房城乡建设委,2015/9/2
1#配送中心等3项（5#行政中心）,北京市房山区良乡镇小营村经济合作社,北京龙建集团有限公司,0682房竣2015(建)0070号,房山区住房城乡建设委,2015/9/2
1#配送中心等3项（1#配送中心）,北京市房山区良乡镇小营村经济合作社,北京龙建集团有限公司,0681房竣2015(建)0069号,房山区住房城乡建设委,2015/9/2
圣水嘉苑YF07-093地块30#住宅楼等4项（30#、33#、37#、40#）及YF07-017地块43#楼工程,中铁嘉业（北京）投资有限公司,中铁十八局集团有限公司,0680房竣2015(建)0068号,房山区住房城乡建设委,2015/9/2
1#实验楼等8项（科研用房（实验楼项目））,中科合成油工程有限公司,中天建设集团有限公司,0679怀竣2015(建)0020号,怀柔区住房城乡建设委,2015/9/2
永丰嘉园S16号商业楼,北京德成兴业房地产开发有限公司,北京昊海建设有限公司,0678海竣2015(建)0067号,海淀区住房城乡建设委,2015/9/2
天桥市民广场,北京正光房地产开发有限公司,中建二局第三建筑工程有限公司,0677西竣2015(建)0026号,西城区住房城市建设委,2015/9/2
牛街20号装修工程,北京市西城区机关事务服务中心,北京爱地鑫装饰艺术有限责任公司,0158西竣2015(装)0025号,西城区住房城市建设委,2015/9/2
北京康复中心改扩建一期工程1号楼,北京工人疗养院（北京市西山医院、北京康复中心）,北京城建集团有限责任公司,0676石竣2015(建)0013号,石景山区住房城乡建设委,2015/9/2
6#住宅楼（朝阳区管庄北二里住宅及公建项目）,北京信远置业有限公司,中国建筑一局（集团）有限公司,0675朝竣2015(建)0146号,朝阳区住房城乡建设委,2015/9/2
通州区宋庄镇居住工程项目配套幼儿园（通州区宋庄镇居住工程项目）,北京融科阳光房地产开发有限公司,北京怀建集团辰辉建筑工程有限公司,0674通竣2015(建)0076号,通州区住房城乡建设委,2015/9/1
东城区西革新里危改地块土地一级开发项目回迁区工程,鼎能置业开发有限公司,福建省闽南建筑工程有限公司,0673东竣2015(建)0045号,东城区住房城市建设委,2015/9/1
东城区西革新里危改地块土地一级开发项目回迁区工程,鼎能置业开发有限公司,福建省闽南建筑工程有限公司,0672东竣2015(建)0044号,东城区住房城市建设委,2015/9/1
3#车间（磁性材料生产项目）,北京麦戈龙永磁材料有限公司,北京潮东鑫宇建筑工程有限公司,0671顺竣2015(建)0073号,顺义区住房城乡建设委,2015/9/1
厢白旗小区１—6#、8#、9#、18#、19#、21#、22#住宅楼及会所、1#地库、2#地库的西半部、4#地库西半部工程,北京泰跃房地产开发有限责任公司,北京城建五建设集团有限公司,0670海竣2015(建)0066号,海淀区住房城乡建设委,2015/9/1
A5工业厂房（电子城IT产业园电子工业厂房二期）精装修工程,北京电子城有限责任公司,斯特龙建筑装饰工程有限公司,0157朝竣2015(装)0145号,朝阳区住房城乡建设委,2015/8/31
1#综合楼等10项（数字电视产业园配套厂房项目）,北京亦庄数字显示产业管理有限公司,北京博大经开建设有限公司,0669经竣2015(建)0046号,经济技术开发区建设局,2015/8/31
密云县首都师范大学附属密云中学西侧居住用地项目-1502地块10#、11#、14#、15#住宅楼、人防出入口A、B、C、D、E、地下车库及设备用房、2502地块F2#商业楼,北京东方地景房地产开发有限公司,北京云建城市建设工程有限公司,0668密竣2015(建)0020号,密云县住房城乡建设委,2015/8/31
